007.qq.com	61.129.7.119
autodiscover.bz.qq.com	61.151.166.139, 61.151.166.146
autodiscover.docs.qq.com	61.129.7.26
autodiscover.fm.qq.com	101.226.76.191
autodiscover.ke.qq.com	14.17.41.213
autodiscover.exmail.qq.com	14.17.42.118, 59.37.96.29
autodiscover.jy.qq.com	61.151.168.204
autodiscover.m.qq.com	101.227.131.64
autodiscover.lady.qq.com	180.163.26.39
autodiscover.mail.qq.com	14.17.19.106
autodiscover.photo.qq.com	14.18.245.169
autodiscover.z.qq.com	61.151.168.204
b.3g.qq.com	61.151.168.204
b.114.qq.com	183.3.225.108
b.4g.qq.com	61.151.168.204
b.act.qq.com	101.226.211.171
b.b.qq.com	183.61.38.179
b.bz.qq.com	61.151.166.139, 61.151.166.146
autodiscover.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
b.exmail.qq.com	14.17.42.118, 59.37.96.29
b.fm.qq.com	101.226.76.191
b.docs.qq.com	61.129.7.26
b.ke.qq.com	14.17.41.213
b.lady.qq.com	180.163.26.39
b.mail.qq.com	14.17.19.106
b.m.qq.com	101.227.131.64
b.jy.qq.com	61.151.168.204
b.map.qq.com	61.151.168.204
b.photo.qq.com	14.18.245.169
b.z.qq.com	61.151.168.204
b.y.qq.com	139.199.216.4
backup.114.qq.com	183.3.225.108
backup.act.qq.com	101.226.211.171
backup.3g.qq.com	61.151.168.204
backup.4g.qq.com	61.151.168.204
backup.b.qq.com	183.61.38.179
b.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
backup.bz.qq.com	61.151.166.139, 61.151.166.146
backup.docs.qq.com	61.129.7.26
backup.exmail.qq.com	14.17.42.118, 59.37.96.29
backup.fm.qq.com	101.226.76.191
backup.ke.qq.com	14.17.41.213
backup.lady.qq.com	180.163.26.39
backup.jy.qq.com	61.151.168.204
backup.mail.qq.com	14.17.19.106
backup.m.qq.com	101.227.131.64
backup.photo.qq.com	14.18.245.169
bata.3g.qq.com	61.151.168.204
backup.z.qq.com	61.151.168.204
bata.114.qq.com	183.3.225.108
bata.4g.qq.com	61.151.168.204
bata.act.qq.com	101.226.211.171
backup.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
bata.bz.qq.com	61.151.166.139, 61.151.166.146
bata.b.qq.com	183.61.38.179
bata.docs.qq.com	61.129.7.26
bata.exmail.qq.com	14.17.42.118, 59.37.96.29
bata.fm.qq.com	101.226.76.191
bata.ke.qq.com	14.17.41.213
bata.lady.qq.com	180.163.26.39
bata.jy.qq.com	61.151.168.204
bata.mail.qq.com	14.17.19.106
bata.m.qq.com	101.227.131.64
bata.photo.qq.com	14.18.245.169
bbs.114.qq.com	183.3.225.108
bbs.2012.qq.com	180.163.26.39
bata.z.qq.com	61.151.168.204
bbs.3g.qq.com	61.151.168.204
bbs.4g.qq.com	61.151.168.204
bbs.act.qq.com	101.226.211.171
bbs.at.qq.com	101.227.131.64
bbs.b.qq.com	183.61.38.179
bbs.bz.qq.com	61.151.166.139, 61.151.166.146
bbs.book.qq.com	101.226.103.89
bbs.cf.qq.com	101.226.211.213
bata.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
bbs.docs.qq.com	61.129.7.26
bbs.exmail.qq.com	14.17.42.118, 59.37.96.29
bbs.g.qq.com	101.227.131.64
bbs.gj.qq.com	101.226.211.232, 101.226.211.233
bbs.jy.qq.com	61.151.168.204
bbs.ke.qq.com	14.17.41.213
bbs.kid.qq.com	101.227.131.104
bbs.life.qq.com	183.61.46.160
bbs.m.qq.com	101.227.131.64
bbs.nz.qq.com	180.163.21.43
bbs.now.qq.com	180.163.21.182
bbs.mb.qq.com	101.227.131.64
bbs.photo.qq.com	14.18.245.169
bbs.rf.qq.com	180.163.21.43
bbs.sy.qq.com	183.3.225.117
bbs.tps.qq.com	180.163.21.43
bbs.ty.qq.com	183.3.225.114
bbs.ym.qq.com	183.3.225.113
bbs.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
bbs.yun.qq.com	180.163.25.121
bbs.zt.qq.com	14.17.57.210
beta.3g.qq.com	61.151.168.204
beta.114.qq.com	183.3.225.108
beta.4g.qq.com	61.151.168.204
bbs.z.qq.com	61.151.168.204
beta.b.qq.com	183.61.38.179
beta.act.qq.com	111.230.207.246
beta.docs.qq.com	61.129.7.26
beta.exmail.qq.com	14.17.42.118, 59.37.96.29
beta.bz.qq.com	61.151.166.139, 61.151.166.146
beta.fm.qq.com	101.226.76.191
beta.ke.qq.com	14.17.41.213
beta.lady.qq.com	180.163.26.39
beta.jy.qq.com	61.151.168.204
beta.m.qq.com	101.227.131.64
beta.mail.qq.com	14.17.19.106
beta.photo.qq.com	14.18.245.169
beta.tim.qq.com	59.37.96.160
beta.xg.qq.com	61.129.7.48
beta.z.qq.com	61.151.168.204
blog.2008.qq.com	180.163.26.39
beta.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
blog.4g.qq.com	61.151.168.204
blog.114.qq.com	183.3.225.108
blog.3g.qq.com	61.151.168.204
blog.act.qq.com	101.226.211.171
blog.b.qq.com	183.61.38.179
blog.bz.qq.com	61.151.166.139, 61.151.166.146
blog.docs.qq.com	61.129.7.26
blog.exmail.qq.com	14.17.42.118, 59.37.96.29
blog.fm.qq.com	101.226.76.191
blog.ke.qq.com	14.17.41.213
blog.m.qq.com	101.227.131.64
blog.lady.qq.com	180.163.26.39
blog.jy.qq.com	61.151.168.204
blog.mail.qq.com	183.57.48.35
blog.photo.qq.com	14.18.245.169
boss.114.qq.com	183.3.225.108
boss.3g.qq.com	61.151.168.204
boss.4g.qq.com	61.151.168.204
boss.act.qq.com	101.226.211.171
blog.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
boss.b.qq.com	58.251.121.37
boss.bz.qq.com	61.151.166.139, 61.151.166.146
boss.city.qq.com	139.199.92.101
boss.docs.qq.com	61.129.7.26
boss.fm.qq.com	101.226.76.191
boss.house.qq.com	14.215.140.70
boss.ke.qq.com	14.17.41.213
boss.lady.qq.com	180.163.26.39
boss.jy.qq.com	61.151.168.204
boss.m.qq.com	101.227.131.64
boss.mail.qq.com	14.17.19.106
boss.photo.qq.com	14.18.245.169
boss.z.qq.com	61.151.168.204
boss.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
bug.114.qq.com	183.3.225.108
bug.4g.qq.com	61.151.168.204
bug.3g.qq.com	61.151.168.204
bug.b.qq.com	183.61.38.179
bug.bz.qq.com	61.151.166.139, 61.151.166.146
bug.act.qq.com	101.226.211.171
bug.docs.qq.com	61.129.7.26
bug.exmail.qq.com	14.17.42.118, 59.37.96.29
bug.fm.qq.com	101.226.76.191
bug.gj.qq.com	101.227.131.64
bug.jy.qq.com	61.151.168.204
bug.ke.qq.com	14.17.41.213
bug.lady.qq.com	180.163.26.39
bug.m.qq.com	101.227.131.64
bug.mail.qq.com	14.17.19.106
bug.photo.qq.com	14.18.245.169
bug.z.qq.com	61.151.168.204
bugs.114.qq.com	183.3.225.108
bugs.3g.qq.com	61.151.168.204
bugs.act.qq.com	101.226.211.171
bugs.4g.qq.com	61.151.168.204
bug.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
bugs.b.qq.com	183.61.38.179
bugs.bz.qq.com	61.151.166.139, 61.151.166.146
bugs.docs.qq.com	61.129.7.26
bugs.exmail.qq.com	14.17.42.118, 59.37.96.29
bugs.fm.qq.com	101.226.76.191
bugs.ke.qq.com	14.17.41.213
bugs.lady.qq.com	180.163.26.39
bugs.mail.qq.com	14.17.19.106
bugs.m.qq.com	101.227.131.64
bugs.jy.qq.com	61.151.168.204
bugs.photo.qq.com	14.18.245.169
bugs.z.qq.com	61.151.168.204
bugs.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
bugzilla.114.qq.com	183.3.225.108
bugzilla.3g.qq.com	61.151.168.204
bugzilla.4g.qq.com	61.151.168.204
bugzilla.act.qq.com	101.226.211.171
bugzilla.b.qq.com	183.61.38.179
bugzilla.bz.qq.com	61.151.166.139, 61.151.166.146
bugzilla.docs.qq.com	61.129.7.26
bugzilla.exmail.qq.com	14.17.42.118, 59.37.96.29
bugzilla.fm.qq.com	101.226.76.191
bugzilla.jy.qq.com	61.151.168.204
bugzilla.ke.qq.com	14.17.41.213
bugzilla.lady.qq.com	180.163.26.39
bugzilla.mail.qq.com	14.17.19.106
bugzilla.m.qq.com	101.227.131.64
bugzilla.photo.qq.com	14.18.245.169
bugzilla.z.qq.com	61.151.168.204
c.3g.qq.com	180.163.25.110
bugzilla.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
c.114.qq.com	183.3.225.108
c.act.qq.com	101.226.211.171
c.4g.qq.com	61.151.168.204
c.b.qq.com	219.133.60.178
c.bz.qq.com	61.151.166.139, 61.151.166.146
c.docs.qq.com	61.129.7.26
c.e.qq.com	14.17.52.197
c.exmail.qq.com	14.17.42.118, 59.37.96.29
c.fm.qq.com	101.226.76.191
c.gj.qq.com	101.227.131.64
c.l.qq.com	101.226.233.177
c.ke.qq.com	14.17.41.213
c.jy.qq.com	61.151.168.204
c.m.qq.com	101.227.131.64
c.lady.qq.com	180.163.26.39
c.mail.qq.com	14.17.19.106
c.mp.qq.com	219.133.60.231
c.pc.qq.com	101.227.131.64
c.open.qq.com	123.151.79.121
c.om.qq.com	61.151.224.32
c.photo.qq.com	14.18.245.169
c.ssp.qq.com	123.151.137.25
c.t.qq.com	101.89.15.177
c.v.qq.com	101.227.131.44
c.video.qq.com	101.227.131.44
c.y.qq.com	61.151.166.171
c.xy.qq.com	61.151.224.109
cache.114.qq.com	183.3.225.108
c.z.qq.com	61.151.168.204
cache.3g.qq.com	61.151.168.204
cache.4g.qq.com	61.151.168.204
cache.b.qq.com	183.61.38.179
cache.act.qq.com	101.226.211.171
c.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
cache.bz.qq.com	61.151.166.139, 61.151.166.146
cache.docs.qq.com	61.129.7.26
cache.exmail.qq.com	14.17.42.118, 59.37.96.29
cache.fm.qq.com	101.226.76.191
cache.ke.qq.com	14.17.41.213
cache.jy.qq.com	61.151.168.204
cache.lady.qq.com	180.163.26.39
cache.m.qq.com	101.227.131.64
cache.mail.qq.com	14.17.19.106
cache.photo.qq.com	14.18.245.169
cache.tv.qq.com	180.153.100.249, 180.153.105.148, 180.153.105.151, 180.153.105.158, 180.153.105.166, 180.153.105.172, 180.153.105.254
cache.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
cache.wb.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
cas.114.qq.com	183.3.225.108
cache.z.qq.com	61.151.168.204
cas.3g.qq.com	61.151.168.204
cas.act.qq.com	101.226.211.171
cas.4g.qq.com	61.151.168.204
cas.b.qq.com	183.61.38.179
cas.bz.qq.com	61.151.166.139, 61.151.166.146
cas.docs.qq.com	61.129.7.26
cas.exmail.qq.com	14.17.42.118, 59.37.96.29
cas.fm.qq.com	101.226.76.191
cas.ke.qq.com	14.17.41.213
cas.jy.qq.com	61.151.168.204
cas.lady.qq.com	180.163.26.39
cas.m.qq.com	101.227.131.64
cas.mail.qq.com	14.17.19.106
cas.photo.qq.com	14.18.245.169
ceshi.3g.qq.com	61.151.168.204
cas.z.qq.com	61.151.168.204
ceshi.4g.qq.com	61.151.168.204
ceshi.b.qq.com	183.61.38.179
ceshi.bz.qq.com	61.151.166.139, 61.151.166.146
ceshi.114.qq.com	183.3.225.108
cas.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
ceshi.docs.qq.com	61.129.7.26
ceshi.act.qq.com	101.226.211.171
ceshi.exmail.qq.com	14.17.42.118, 59.37.96.29
ceshi.fm.qq.com	101.226.76.191
ceshi.ke.qq.com	14.17.41.213
ceshi.lady.qq.com	180.163.26.39
ceshi.m.qq.com	101.227.131.64
ceshi.jy.qq.com	61.151.168.204
ceshi.mail.qq.com	14.17.19.106
ceshi.pg.qq.com	101.227.162.22, 180.163.21.82
ceshi.photo.qq.com	14.18.245.169
ceshi.z.qq.com	61.151.168.204
cms.3g.qq.com	61.151.168.204
cms.114.qq.com	183.3.225.108
cms.act.qq.com	101.226.211.171
cms.4g.qq.com	61.151.168.204
cms.b.qq.com	183.61.38.179
cms.baike.qq.com	101.226.211.232, 101.226.211.233
cms.bz.qq.com	61.151.166.139, 61.151.166.146
cms.exmail.qq.com	14.17.42.118, 59.37.96.29
cms.docs.qq.com	61.129.7.26
cms.fm.qq.com	101.226.76.191
cms.lady.qq.com	180.163.26.39
cms.jy.qq.com	61.151.168.204
cms.m.qq.com	101.227.131.64
cms.mail.qq.com	14.17.19.106
cms.photo.qq.com	14.18.245.169
cms.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
cms.z.qq.com	61.151.168.204
connect.act.qq.com	101.226.211.171
connect.114.qq.com	183.3.225.108
connect.4g.qq.com	61.151.168.204
connect.3g.qq.com	61.151.168.204
connect.b.qq.com	183.61.38.179
connect.bz.qq.com	61.151.166.139, 61.151.166.146
connect.docs.qq.com	61.129.7.26
connect.exmail.qq.com	14.17.42.118, 59.37.96.29
connect.fm.qq.com	101.226.76.191
connect.ke.qq.com	14.17.41.213
connect.lady.qq.com	180.163.26.39
connect.mail.qq.com	14.17.19.106
connect.jy.qq.com	61.151.168.204
connect.m.qq.com	101.227.131.64
connect.photo.qq.com	14.18.245.169
connect.z.qq.com	61.151.168.204
console.114.qq.com	183.3.225.108
console.4g.qq.com	61.151.168.204
console.3g.qq.com	61.151.168.204
console.act.qq.com	101.226.211.171
console.b.qq.com	183.61.38.179
console.bz.qq.com	61.151.166.139, 61.151.166.146
connect.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
console.docs.qq.com	61.129.7.26
console.exmail.qq.com	14.17.42.118, 59.37.96.29
console.fm.qq.com	101.226.76.191
console.ke.qq.com	14.17.41.213
console.lady.qq.com	180.163.26.39
console.jy.qq.com	61.151.168.204
console.m.qq.com	101.227.131.64
console.mail.qq.com	14.17.19.106
console.photo.qq.com	14.18.245.169
console.tim.qq.com	101.227.130.72, 180.163.32.196
console.z.qq.com	61.151.168.204
control.114.qq.com	183.3.225.108
control.3g.qq.com	61.151.168.204
control.4g.qq.com	61.151.168.204
control.act.qq.com	101.226.211.171
control.b.qq.com	183.61.38.179
console.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
control.bz.qq.com	61.151.166.139, 61.151.166.146
control.docs.qq.com	61.129.7.26
control.exmail.qq.com	14.17.42.118, 59.37.96.29
control.fm.qq.com	101.226.76.191
control.ke.qq.com	14.17.41.213
control.mail.qq.com	14.17.19.106
control.lady.qq.com	180.163.26.39
control.m.qq.com	101.227.131.64
control.jy.qq.com	61.151.168.204
control.photo.qq.com	14.18.245.169
control.z.qq.com	61.151.168.204
count.3g.qq.com	61.151.168.204
count.114.qq.com	183.3.225.108
count.4g.qq.com	61.151.168.204
count.act.qq.com	101.226.211.171
count.b.qq.com	183.61.38.179
control.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
count.bz.qq.com	61.151.166.139, 61.151.166.146
count.docs.qq.com	61.129.7.26
count.exmail.qq.com	14.17.42.118, 59.37.96.29
count.fm.qq.com	101.226.76.191
count.ke.qq.com	14.17.41.213
count.lady.qq.com	180.163.26.39
count.jy.qq.com	61.151.168.204
count.mail.qq.com	14.17.19.106
count.m.qq.com	101.227.131.64
count.photo.qq.com	14.18.245.169
count.z.qq.com	61.151.168.204
count.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
counter.3g.qq.com	61.151.168.204
counter.114.qq.com	183.3.225.108
counter.4g.qq.com	61.151.168.204
counter.act.qq.com	101.226.211.171
counter.b.qq.com	183.61.38.179
counter.bz.qq.com	61.151.166.139, 61.151.166.146
counter.docs.qq.com	61.129.7.26
counter.exmail.qq.com	14.17.42.118, 59.37.96.29
counter.fm.qq.com	101.226.76.191
counter.jy.qq.com	61.151.168.204
counter.ke.qq.com	14.17.41.213
counter.lady.qq.com	180.163.26.39
counter.m.qq.com	101.227.131.64
counter.mail.qq.com	14.17.19.106
counter.photo.qq.com	14.18.245.169
counter.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
cp.114.qq.com	183.3.225.108
counter.z.qq.com	61.151.168.204
cp.4g.qq.com	61.151.168.204
cp.3g.qq.com	61.151.168.204
cp.act.qq.com	101.226.211.171
cp.b.qq.com	183.61.38.179
cp.class.qq.com	183.61.38.182
cp.book.qq.com	101.227.130.100
cp.bz.qq.com	61.151.166.139, 61.151.166.146
cp.docs.qq.com	61.129.7.26
cp.exmail.qq.com	14.17.42.118, 59.37.96.29
cp.fm.qq.com	101.226.76.191
cp.ke.qq.com	14.17.41.213
cp.jy.qq.com	61.151.168.204
cp.lady.qq.com	180.163.26.39
cp.m.qq.com	101.227.131.64
cp.mail.qq.com	14.17.19.106
cp.music.qq.com	180.163.21.39
cp.photo.qq.com	14.18.245.169
cp.z.qq.com	61.151.168.204
cp.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
cp.y.qq.com	183.3.226.119
crm.3g.qq.com	61.151.168.204
crm.114.qq.com	183.3.225.108
crm.act.qq.com	101.226.211.171
crm.4g.qq.com	61.151.168.204
crm.bz.qq.com	61.151.166.139, 61.151.166.146
crm.city.qq.com	139.199.92.101
crm.exmail.qq.com	14.17.42.118, 59.37.96.29
crm.docs.qq.com	61.129.7.26
crm.fm.qq.com	101.226.76.191
crm.gd.qq.com	180.163.26.39
crm.jy.qq.com	61.151.168.204
crm.ke.qq.com	14.17.41.213
crm.lady.qq.com	180.163.26.39
crm.m.qq.com	101.227.131.64
crm.mail.qq.com	14.17.19.106
crm.photo.qq.com	14.18.245.169
crm.sports.qq.com	139.199.92.170
crm.z.qq.com	61.151.168.204
crm.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
css.114.qq.com	183.3.225.108
css.4g.qq.com	61.151.168.204
css.3g.qq.com	61.151.168.204
css.act.qq.com	101.226.211.171
css.b.qq.com	183.61.38.179
css.bz.qq.com	61.151.166.139, 61.151.166.146
css.docs.qq.com	61.129.7.26
css.exmail.qq.com	14.17.42.118, 59.37.96.29
css.fm.qq.com	101.226.76.191
css.ke.qq.com	14.17.41.213
css.m.qq.com	101.227.131.64
css.lady.qq.com	180.163.26.39
css.mail.qq.com	14.17.19.106
css.jy.qq.com	61.151.168.204
css.photo.qq.com	14.18.245.169
css.z.qq.com	61.151.168.204
d.114.qq.com	183.3.225.108
d.act.qq.com	101.226.211.171
d.4g.qq.com	61.151.168.204
d.anke.qq.com	101.91.63.182
d.b.qq.com	183.61.38.179
css.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
d.baike.qq.com	203.195.143.249
d.auto.qq.com	14.18.245.238
d.connect.qq.com	14.215.138.26
d.docs.qq.com	61.129.7.26
d.bz.qq.com	61.151.166.139, 61.151.166.146
d.exmail.qq.com	14.17.42.118, 59.37.96.29
d.fm.qq.com	101.226.76.191
d.jy.qq.com	61.151.168.204
d.lady.qq.com	180.163.26.39
d.ke.qq.com	14.17.41.213
d.m.qq.com	101.227.131.64
d.mail.qq.com	14.17.19.106
d.photo.qq.com	14.18.245.169
d.sj.qq.com	61.151.166.139, 61.151.166.146
d.tech.qq.com	113.96.208.70
d.z.qq.com	61.151.168.204
d.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
d.xy.qq.com	183.61.224.50
data.2014.qq.com	180.163.26.39
data.4g.qq.com	61.151.168.204
data.114.qq.com	183.3.225.108
data.act.qq.com	101.226.211.171
data.3g.qq.com	61.151.168.204
data.auto.qq.com	61.151.166.139, 61.151.166.146
data.astro.qq.com	113.96.208.70
data.b.qq.com	183.61.38.179
data.bz.qq.com	61.151.166.139, 61.151.166.146
data.dc.qq.com	113.96.208.70
data.digi.qq.com	113.96.208.70
data.docs.qq.com	61.129.7.26
data.ent.qq.com	113.96.208.70
data.edu.qq.com	113.96.208.70
data.exmail.qq.com	14.17.42.118, 59.37.96.29
data.fm.qq.com	101.226.76.191
data.gj.qq.com	101.227.131.64
data.house.qq.com	113.96.208.70
data.jy.qq.com	61.151.168.204
data.ke.qq.com	14.17.41.213
data.m.qq.com	101.227.131.64
data.lady.qq.com	14.18.245.155
data.mail.qq.com	14.17.19.106
data.map.qq.com	61.151.168.204
data.mms.qq.com	183.57.48.61
data.mobile.qq.com	113.96.208.70
data.movie.qq.com	113.96.208.70
data.photo.qq.com	14.18.245.169
data.re.qq.com	139.199.135.157
data.tech.qq.com	113.96.208.70
data.v.qq.com	183.61.46.231
data.video.qq.com	14.17.52.193
data.tv.qq.com	113.96.208.70
data.weixin.qq.com	59.37.97.124
data.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
data.zb.qq.com	101.226.49.36, 61.151.168.216
database.3g.qq.com	61.151.168.204
data.z.qq.com	61.151.168.204
database.114.qq.com	183.3.225.108
database.4g.qq.com	61.151.168.204
database.act.qq.com	101.226.211.171
database.b.qq.com	183.61.38.179
database.bz.qq.com	61.151.166.139, 61.151.166.146
database.docs.qq.com	61.129.7.26
database.exmail.qq.com	14.17.42.118, 59.37.96.29
database.fm.qq.com	101.226.76.191
database.lady.qq.com	180.163.26.39
database.ke.qq.com	14.17.41.213
database.jy.qq.com	61.151.168.204
database.m.qq.com	101.227.131.64
database.mail.qq.com	14.17.19.106
database.photo.qq.com	14.18.245.169
db.114.qq.com	183.3.225.108
db.4g.qq.com	61.151.168.204
database.z.qq.com	61.151.168.204
database.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
db.act.qq.com	101.226.211.171
db.3g.qq.com	61.151.168.204
db.b.qq.com	183.61.38.179
db.auto.qq.com	14.17.41.220
db.bz.qq.com	61.151.166.139, 61.151.166.146
db.docs.qq.com	61.129.7.26
db.exmail.qq.com	14.17.42.118, 59.37.96.29
db.fm.qq.com	101.226.76.191
db.house.qq.com	14.215.140.70
db.kg.qq.com	61.151.206.112
db.ke.qq.com	14.17.41.213
db.jy.qq.com	61.151.168.204
db.m.qq.com	101.227.131.64
db.lady.qq.com	180.163.26.39
db.mail.qq.com	14.17.19.106
db.photo.qq.com	14.18.245.169
db.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
demo.114.qq.com	183.3.225.108
db.z.qq.com	61.151.168.204
demo.act.qq.com	101.226.211.171
demo.4g.qq.com	61.151.168.204
demo.b.qq.com	183.61.38.179
demo.docs.qq.com	61.129.7.26
demo.exmail.qq.com	14.17.42.118, 59.37.96.29
demo.fm.qq.com	101.226.76.191
demo.bz.qq.com	61.151.166.139, 61.151.166.146
demo.ke.qq.com	14.17.41.213
demo.jy.qq.com	61.151.168.204
demo.lady.qq.com	180.163.26.39
demo.mail.qq.com	14.17.19.106
demo.m.qq.com	101.227.131.64
demo.now.qq.com	183.36.108.222
demo.photo.qq.com	14.18.245.169
demo.z.qq.com	61.151.168.204
dev.114.qq.com	183.3.225.108
demo.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
dev.3g.qq.com	61.151.168.204
dev.b.qq.com	183.61.38.179
dev.bz.qq.com	61.151.166.139, 61.151.166.146
dev.docs.qq.com	61.129.7.26
dev.exmail.qq.com	14.17.42.118, 59.37.96.29
dev.e.qq.com	183.57.48.88
dev.fm.qq.com	101.226.76.191
dev.film.qq.com	183.3.225.109
dev.jy.qq.com	61.151.168.204
dev.ke.qq.com	14.17.41.213
dev.lady.qq.com	180.163.26.39
dev.m.qq.com	101.227.131.64
dev.mail.qq.com	183.57.48.35
dev.photo.qq.com	14.18.245.169
dev.tim.qq.com	59.37.96.160
dev.z.qq.com	61.151.168.204
dev1.114.qq.com	183.3.225.108
dev1.3g.qq.com	61.151.168.204
dev1.4g.qq.com	61.151.168.204
dev1.act.qq.com	101.226.211.171
dev.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
dev1.bz.qq.com	61.151.166.139, 61.151.166.146
dev1.docs.qq.com	61.129.7.26
dev1.exmail.qq.com	14.17.42.118, 59.37.96.29
dev1.fm.qq.com	101.226.76.191
dev1.jy.qq.com	61.151.168.204
dev1.ke.qq.com	14.17.41.213
dev1.lady.qq.com	180.163.26.39
dev1.mail.qq.com	14.17.19.106
dev1.m.qq.com	101.227.131.64
dev1.photo.qq.com	14.18.245.169
dev1.z.qq.com	61.151.168.204
dev1.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
dl.114.qq.com	183.3.225.108
dl.4g.qq.com	61.151.168.204
dl.3g.qq.com	61.151.168.204
dl.act.qq.com	101.226.211.171
dl.b.qq.com	183.61.38.179
dl.app.qq.com	221.228.67.159, 60.174.156.14, 60.174.156.18
dl.bz.qq.com	61.151.166.139, 61.151.166.146
dl.e.qq.com	14.17.41.214, 183.61.51.49
dl.exmail.qq.com	14.17.42.118, 59.37.96.29
dl.files.qq.com	14.17.41.185
dl.docs.qq.com	61.129.7.26
dl.fm.qq.com	101.226.76.191
dl.helper.qq.com	183.3.226.72
dl.house.qq.com	61.151.166.139, 61.151.166.146
dl.jy.qq.com	61.151.168.204
dl.lady.qq.com	180.163.26.39
dl.ke.qq.com	14.17.41.213
dl.m.qq.com	101.227.131.64
dl.mail.qq.com	14.17.19.106
dl.now.qq.com	123.151.179.181
dl.photo.qq.com	14.18.245.169
dl.reader.qq.com	101.226.103.87
dl.z.qq.com	61.151.168.204
docs.act.qq.com	101.226.211.171
docs.114.qq.com	183.3.225.108
docs.3g.qq.com	61.151.168.204
dl.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
docs.b.qq.com	183.61.38.179
docs.bz.qq.com	61.151.166.139, 61.151.166.146
docs.docs.qq.com	61.129.7.26
docs.developer.qq.com	14.17.57.211
docs.4g.qq.com	61.151.168.204
docs.fm.qq.com	101.226.76.191
docs.exmail.qq.com	14.17.42.118, 59.37.96.29
docs.ke.qq.com	14.17.41.213
docs.jy.qq.com	61.151.168.204
docs.lady.qq.com	180.163.26.39
docs.mail.qq.com	14.17.19.106
docs.m.qq.com	101.227.131.64
docs.photo.qq.com	14.18.245.169
docs.z.qq.com	61.151.168.204
down.114.qq.com	183.3.225.108
down.4g.qq.com	61.151.168.204
down.act.qq.com	101.226.211.171
down.b.qq.com	183.61.38.179
docs.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
down.docs.qq.com	61.129.7.26
down.exmail.qq.com	14.17.42.118, 59.37.96.29
down.bz.qq.com	61.151.166.139, 61.151.166.146
down.fm.qq.com	101.226.76.191
